study_id,author,year,sample_size,mean_age,sd_age,percent_male,combined_clinical_group,clinical_group,comparison_group,measure_type,belief_type,symptom_subtype,trauma_subtype,psychosis_specificity,suicidal_ideation,effect_size,effect_size_type,effect_size_sd,effect_size_se,ci_lower,ci_upper,p_value,bcss_pos_self_mean,bcss_pos_self_sd,bcss_neg_self_mean,bcss_neg_self_sd,bcss_pos_other_mean,bcss_pos_other_sd,bcss_neg_other_mean,bcss_neg_other_sd,symptom_measure,symptom_score_mean,symptom_score_sd,depression_measure,depression_score_mean,depression_score_sd,notes,ephpp_global_rating,effect_size_r,fishers_z,fishers_z_se,belief_category,symptom_category,trauma_category
40,Lamster et al,2017,65,40.49,12.6,43.1,psychosis,SZ,NA,BCSS,negative_others,paranoia,NA,persecutory_delusions,NA,0.625,beta_coefficient,NA,NA,NA,NA,0.002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strong,NA,NA,0.1270001270001905,negative_other,persecutory,NA
41,LoPilato et al,2021,531,18.8,4.21,60.45,chr,chr,NA,BCSS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.91,6.3,NA,NA,6.26,5.54,NA,NA,NA,NA,NA,NA,NA,Strong,NA,NA,0.04351941398892446,NA,NA,NA
42,MacKinnon,2011,16,41.69,11.09,12.5,psychosis,PD,healthy_control,BCSS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.56,5.75,6.19,5,10.75,5.07,8.31,6.66,NA,NA,NA,NA,NA,NA,NA,Strong,NA,NA,0.2773500981126146,NA,NA,NA
42,MacKinnon,2011,20,29.5,11.42,40,healthy_control,NA,healthy_control,BCSS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.05,5.21,0.85,1.66,12.3,5.27,1.45,2.81,NA,NA,NA,NA,NA,NA,NA,Strong,NA,NA,0.24253562503633297,NA,NA,NA
43,Marshall et al,2016,213,18.75,4.16,57.27,chr,chr_with_violent_content_APS,chr_violence_in_content,BCSS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.89,5.99,NA,NA,8.53,6.15,NA,NA,NA,NA,NA,NA,NA,Strong,NA,NA,0.06900655593423542,NA,NA,NA
43,Marshall et al,2016,229,18.74,4.17,58.51,chr,NA,chr_violence_in_content,BCSS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.46,4.8,NA,NA,7.11,5.42,NA,NA,NA,NA,NA,NA,NA,Strong,NA,NA,0.06651901052377393,NA,NA,NA
44,Monsonet et al.,2021,208,19.7,2.3,22.1,non_clinical_ples,non_clinical,NA,BCSS,negative_self,trait_paranoia,NA,suspiciousness,NA,0.191,beta_coefficient,NA,NA,NA,NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strong,NA,NA,0.06984302957695782,negative_self,persecutory,NA
44,Monsonet et al.,2021,208,19.7,2.3,22.1,non_clinical_ples,non_clinical,NA,BCSS,positive_self,trait_paranoia,NA,suspiciousness,NA,-0.137,beta_coefficient,NA,NA,NA,NA,0.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strong,NA,NA,0.06984302957695782,positive_self,persecutory,NA
45,Morrison et al.,2015,117,20.3,NA,60.8,chr,chr,healthy_control,BCSS,negative_self,persecution,NA,suspiciousness,NA,0.47,spearmans_r,NA,NA,NA,NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strong,0.47,0.5100703366133071,0.0936585811581694,negative_self,persecutory,NA
45,Morrison et al.,2015,117,20.3,NA,60.8,chr,chr,healthy_control,BCSS,negative_self,deservedness,NA,deservedness,NA,0.5,spearmans_r,NA,NA,NA,NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strong,0.5,0.5493061443340549,0.0936585811581694,negative_self,NA,NA
45,Morrison et al.,2015,117,20.3,NA,60.8,chr,chr,healthy_control,BCSS,negative_other,persecution,NA,suspiciousness,NA,0.57,spearmans_r,NA,NA,NA,NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strong,0.57,0.6475228448273728,0.0936585811581694,negative_other,persecutory,NA
45,Morrison et al.,2015,117,20.3,NA,60.8,chr,chr,healthy_control,BCSS,negative_other,deservedness,NA,deservedness,NA,0.05,spearmans_r,NA,NA,NA,NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strong,0.05,0.05004172927849131,0.0936585811581694,negative_other,NA,NA
46,Müller et al,2018,137,25.1,5.3,66.9,chr,chr,persisting_positive_symptoms,BCSS,negative_self,persecution,NA,suspiciousness,NA,0.298,spearmans_r,NA,NA,NA,NA,0.001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Moderate,0.298,0.30732324661911214,0.08638684255813601,negative_self,persecutory,NA
46,Müller et al,2018,211,37.5,9.8,60.66,psychosis,NA,persisting_positive_symptoms,BCSS,negative_self,persecution,NA,persecutory_delusions,NA,0.182,spearmans_r,NA,NA,NA,NA,0.008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Moderate,0.182,0.18405043068164814,0.06933752452815364,negative_self,persecutory,NA
46,Müller et al,2018,137,25.1,5.3,66.9,chr,chr,persisting_positive_symptoms,BCSS,negative_other,persecution,NA,suspiciousness,NA,0.189,spearmans_r,NA,NA,NA,NA,0.028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Moderate,0.189,0.1912999212876845,0.08638684255813601,negative_other,persecutory,NA
46,Müller et al,2018,211,37.5,9.8,60.66,psychosis,NA,persisting_positive_symptoms,BCSS,negative_other,persecution,NA,persecutory_delusions,NA,0.348,spearmans_r,NA,NA,NA,NA,0.001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Moderate,0.348,0.3631663647727996,0.06933752452815364,negative_other,persecutory,NA
46,Müller et al,2018,137,25.1,5.3,66.9,chr,chr,persisting_positive_symptoms,BCSS,positive_self,persecution,NA,suspiciousness,NA,-0.191,spearmans_r,NA,NA,NA,NA,0.026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Moderate,-0.191,-0.19337482614840426,0.08638684255813601,positive_self,persecutory,NA
46,Müller et al,2018,137,25.1,5.3,66.9,chr,chr,persisting_positive_symptoms,BCSS,positive_other,persecution,NA,suspiciousness,NA,-0.254,spearmans_r,NA,NA,NA,NA,0.003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Moderate,-0.254,-0.25968406049455256,0.08638684255813601,positive_other,persecutory,NA
47,Patton et al,2022,73,18.6,1.8,37,chr,chr,NA,BCSS,negative_self,SIPS_positive_symptoms,NA,APS,NA,0.3,beta_coefficient,NA,NA,NA,NA,0.051,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strong,NA,NA,0.11952286093343936,negative_self,NA,NA
47,Patton et al,2022,73,18.6,1.8,37,chr,chr,NA,BCSS,negative_self,GFS_social_functioning,NA,NA,NA,-0.29,beta_coefficient,NA,NA,NA,NA,0.039,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strong,NA,NA,0.11952286093343936,negative_self,NA,NA
48,Peters et al,2016,84,42,NA,65.5,psychosis,SZ,healthy_control,BCSS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.2,6.9,6,6.2,11,6,9.1,6.8,NA,NA,NA,NA,NA,NA,NA,Strong,NA,NA,0.1111111111111111,NA,NA,NA
48,Peters et al,2016,83,46,NA,31.32,healthy_control,NA,healthy_control,BCSS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.2,5.5,1.8,3.2,13.6,5.4,3.8,5.4,NA,NA,NA,NA,NA,NA,NA,Strong,NA,NA,0.11180339887498948,NA,NA,NA
49,Rammou et al,2023,34,16.28,1.09,20.59,psychosis,FEP,healthy_control,BCSS,negative_self,NA,NA,NA,NA,0.163,partial_eta_squared,NA,NA,NA,NA,0.001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strong,0.403732584763727,0.42810042501636403,0.1796053020267749,negative_self,NA,NA
49,Rammou et al,2023,34,16.28,1.09,20.59,psychosis,FEP,healthy_control,BCSS,negative_other,NA,NA,NA,NA,0.152,partial_eta_squared,NA,NA,NA,NA,0.002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strong,0.38987177379235854,0.41164881541226445,0.1796053020267749,negative_other,NA,NA
49,Rammou et al,2023,34,16.28,1.09,20.59,psychosis,FEP,healthy_control,BCSS,positive_self,NA,NA,NA,NA,0.075,partial_eta_squared,NA,NA,NA,NA,0.032,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strong,0.27386127875258304,0.28103343557682714,0.1796053020267749,positive_self,NA,NA
49,Rammou et al,2023,34,16.28,1.09,20.59,psychosis,FEP,healthy_control,BCSS,positive_other,NA,NA,NA,NA,0.08,partial_eta_squared,NA,NA,NA,NA,0.027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strong,0.282842712474619,0.2907692890372516,0.1796053020267749,positive_other,NA,NA
50,Saleem et al,2014,360,18.99,4.18,58.6,chr,chr,healthy_control,BCSS,negative_self_&_negative_others,NA,NA,NA,NA,0.25,chi_squared,NA,NA,NA,NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strong,NA,NA,0.05292561240249631,negative_self,NA,NA
50,Saleem et al,2014,180,19.54,4.77,48.33,healthy_control,NA,healthy_control,BCSS,negative_self_&_negative_others,NA,NA,NA,NA,0.19,chi_squared,NA,NA,NA,NA,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strong,NA,NA,0.07516460280028289,negative_self,NA,NA
51,Scott et al,2020,140,36.7,12.83,43,psychosis,SZ,NA,BCSS,negative_self,negative_auditory_hallucinations,NA,auditory_hallucinations,NA,0.32,chi_squared,NA,NA,NA,NA,0.001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strong,NA,NA,0.0854357657716761,negative_self,voice_hearing,NA
51,Scott et al,2020,140,36.7,12.83,43,psychosis,SZ,NA,BCSS,negative_self,emotional_abuse,emotional_abuse,NA,NA,0.41,chi_squared,NA,NA,NA,NA,0.001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strong,NA,NA,0.0854357657716761,negative_self,NA,emotional_abuse
51,Scott et al,2020,140,36.7,12.83,43,psychosis,SZ,NA,BCSS,negative_self,emotional_neglect,emotional_neglect,NA,NA,0.37,chi_squared,NA,NA,NA,NA,0.001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strong,NA,NA,0.0854357657716761,negative_self,NA,emotional_neglect
51,Scott et al,2020,140,36.7,12.83,43,psychosis,SZ,NA,BCSS,negative_self,physical_abuse,physical_abuse,NA,NA,0.21,chi_squared,NA,NA,NA,NA,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strong,NA,NA,0.0854357657716761,negative_self,NA,physical_abuse
51,Scott et al,2020,140,36.7,12.83,43,psychosis,SZ,NA,BCSS,negative_self,physical_neglect,physical_neglect,NA,NA,0.22,chi_squared,NA,NA,NA,NA,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strong,NA,NA,0.0854357657716761,negative_self,NA,physical_neglect
51,Scott et al,2020,140,36.7,12.83,43,psychosis,SZ,NA,BCSS,negative_self,sexual_abuse,sexual_abuse,NA,NA,0.17,chi_squared,NA,NA,NA,NA,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strong,NA,NA,0.0854357657716761,negative_self,NA,sexual_abuse
51,Scott et al,2020,140,36.7,12.83,43,psychosis,SZ,NA,BCSS,negative_self,attachment_anxious,NA,NA,NA,0.57,chi_squared,NA,NA,NA,NA,0.001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strong,NA,NA,0.0854357657716761,negative_self,NA,NA
51,Scott et al,2020,140,36.7,12.83,43,psychosis,SZ,NA,BCSS,negative_self,attachment_avoidant,NA,NA,NA,0.25,chi_squared,NA,NA,NA,NA,0.001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strong,NA,NA,0.0854357657716761,negative_self,NA,NA
51,Scott et al,2020,140,36.7,12.83,43,psychosis,SZ,NA,BCSS,negative_self,total_childhood_trauma,total_trauma,NA,NA,0.39,chi_squared,NA,NA,NA,NA,0.001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strong,NA,NA,0.0854357657716761,negative_self,NA,NA
52,Sellers et al,2018,227,32.82,13.36,18,non_clinical_ples,non_clinical,NA,BCSS,positive_other,mediated_paranoia_&_negative_affect,NA,NA,NA,-0.01,f_squared,NA,NA,NA,NA,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strong,NA,NA,0.0668153104781061,positive_other,persecutory,NA
53,Smith et al,2006,100,39,10.9,68,psychosis,SZ,NA,BCSS,negative_self,persecution,NA,persecutory_delusions,NA,0.112,odds_ratio,NA,0.056,NA,NA,0.046,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strong,-1.2070003170451777,NA,0.10153461651336192,negative_self,persecutory,NA
53,Smith et al,2006,100,39,10.9,68,psychosis,SZ,NA,BCSS,negative_other,grandiose,NA,grandiose_delusions,NA,0.131,odds_ratio,NA,0.048,NA,NA,0.007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strong,-1.1206079326415064,NA,0.10153461651336192,negative_other,grandiose,NA
53,Smith et al,2006,100,39,10.9,68,psychosis,SZ,NA,BCSS,negative_self,persecution,NA,persecutory_delusions,NA,0.41,spearmans_r,NA,NA,NA,NA,0.001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strong,0.41,0.4356112232362243,0.10153461651336192,negative_self,persecutory,NA
53,Smith et al,2006,100,39,10.9,68,psychosis,SZ,NA,BCSS,negative_other,persecution,NA,persecutory_delusions,NA,0.22,spearmans_r,NA,NA,NA,NA,0.041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strong,0.22,0.22365610902183242,0.10153461651336192,negative_other,persecutory,NA
53,Smith et al,2006,100,39,10.9,68,psychosis,SZ,NA,BCSS,negative_self,grandiose,NA,grandiose_delusions,NA,-0.3,spearmans_r,NA,NA,NA,NA,0.004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strong,-0.3,-0.30951960420311175,0.10153461651336192,negative_self,grandiose,NA
54,Stokowy et al,2016,676,NA,NA,NA,chr,chr,NA,BCSS,negative_self,depression_CDSS,NA,NA,depression,0.6,pearsons_r,NA,NA,NA,NA,0.001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strong,0.6,0.6931471805599453,0.03854716722458499,negative_self,NA,NA
54,Stokowy et al,2016,676,NA,NA,NA,chr,chr,NA,BCSS,negative_others,depression_CDSS,NA,NA,depression,0.29,pearsons_r,NA,NA,NA,NA,0.001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strong,0.29,0.2985662636601784,0.03854716722458499,negative_other,NA,NA
54,Stokowy et al,2016,676,NA,NA,NA,chr,chr,NA,BCSS,positive_self,depression_CDSS,NA,NA,depression,-0.42,pearsons_r,NA,NA,NA,NA,0.001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strong,-0.42,-0.4476920235274206,0.03854716722458499,positive_self,NA,NA
54,Stokowy et al,2016,676,NA,NA,NA,chr,chr,NA,BCSS,positive_others,depression_CDSS,NA,NA,depression,-0.21,pearsons_r,NA,NA,NA,NA,0.001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strong,-0.21,-0.21317134656485975,0.03854716722458499,positive_other,NA,NA
54,Stokowy et al,2016,676,NA,NA,NA,chr,chr,NA,BCSS,negative_self,total_positive_symptoms_psychosis_SOPS_P,NA,APS,NA,0.12,pearsons_r,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strong,0.12,0.12058102840844412,0.03854716722458499,negative_self,NA,NA
54,Stokowy et al,2016,676,NA,NA,NA,chr,chr,NA,BCSS,negative_others,total_positive_symptoms_psychosis_SOPS_P,NA,APS,NA,0.23,pearsons_r,NA,NA,NA,NA,0.001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strong,0.23,0.2341894667593668,0.03854716722458499,negative_other,NA,NA
54,Stokowy et al,2016,676,NA,NA,NA,chr,chr,NA,BCSS,positive_self,total_positive_symptoms_psychosis_SOPS_P,NA,APS,NA,0.07,pearsons_r,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strong,0.07,0.07011467065432515,0.03854716722458499,positive_self,NA,NA
54,Stokowy et al,2016,676,NA,NA,NA,chr,chr,NA,BCSS,positive_others,total_positive_symptoms_psychosis_SOPS_P,NA,APS,NA,-0.06,pearsons_r,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strong,-0.06,-0.06007215592103167,0.03854716722458499,positive_other,NA,NA
54,Stokowy et al,2016,676,NA,NA,NA,chr,chr,NA,BCSS,negative_self,total_negative_symptoms_psychosis_SOPS_N,NA,negative_symptoms,NA,0.04,pearsons_r,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strong,0.04,0.04002135383676828,0.03854716722458499,negative_self,negative_symptoms,NA
54,Stokowy et al,2016,676,NA,NA,NA,chr,chr,NA,BCSS,negative_others,total_negative_symptoms_psychosis_SOPS_N,NA,negative_symptoms,NA,0.03,pearsons_r,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strong,0.03,0.030009004863126475,0.03854716722458499,negative_other,negative_symptoms,NA
54,Stokowy et al,2016,676,NA,NA,NA,chr,chr,NA,BCSS,positive_self,total_negative_symptoms_psychosis_SOPS_N,NA,negative_symptoms,NA,-0.11,pearsons_r,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strong,-0.11,-0.1104469157900972,0.03854716722458499,positive_self,negative_symptoms,NA
54,Stokowy et al,2016,676,NA,NA,NA,chr,chr,NA,BCSS,positive_others,total_negative_symptoms_psychosis_SOPS_N,NA,negative_symptoms,NA,-0.07,pearsons_r,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strong,-0.07,-0.0701146706543252,0.03854716722458499,positive_other,negative_symptoms,NA
54,Stokowy et al,2016,676,NA,NA,NA,chr,chr,NA,BCSS,negative_self,physical_bullying,physical_abuse,NA,NA,0.08,pearsons_r,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strong,0.08,0.08017132503758974,0.03854716722458499,negative_self,NA,physical_abuse
54,Stokowy et al,2016,676,NA,NA,NA,chr,chr,NA,BCSS,negative_others,physical_bullying,physical_abuse,NA,NA,0.12,pearsons_r,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strong,0.12,0.12058102840844412,0.03854716722458499,negative_other,NA,physical_abuse
54,Stokowy et al,2016,676,NA,NA,NA,chr,chr,NA,BCSS,positive_self,physical_bullying,physical_abuse,NA,NA,-0.02,pearsons_r,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strong,-0.02,-0.020002667306849624,0.03854716722458499,positive_self,NA,physical_abuse
54,Stokowy et al,2016,676,NA,NA,NA,chr,chr,NA,BCSS,positive_others,physical_bullying,physical_abuse,NA,NA,-0.09,pearsons_r,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strong,-0.09,-0.09024418785614684,0.03854716722458499,positive_other,NA,physical_abuse
54,Stokowy et al,2016,676,NA,NA,NA,chr,chr,NA,BCSS,negative_self,psychological_bullying,emotional_abuse,NA,NA,0.11,pearsons_r,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strong,0.11,0.11044691579009722,0.03854716722458499,negative_self,NA,emotional_abuse
54,Stokowy et al,2016,676,NA,NA,NA,chr,chr,NA,BCSS,negative_others,psychological_bullying,emotional_abuse,NA,NA,0.17,pearsons_r,NA,NA,NA,NA,0.001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strong,0.17,0.1716666635005791,0.03854716722458499,negative_other,NA,emotional_abuse
54,Stokowy et al,2016,676,NA,NA,NA,chr,chr,NA,BCSS,positive_self,psychological_bullying,emotional_abuse,NA,NA,-0.11,pearsons_r,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strong,-0.11,-0.1104469157900972,0.03854716722458499,positive_self,NA,emotional_abuse
54,Stokowy et al,2016,676,NA,NA,NA,chr,chr,NA,BCSS,positive_others,psychological_bullying,emotional_abuse,NA,NA,-0.07,pearsons_r,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strong,-0.07,-0.0701146706543252,0.03854716722458499,positive_other,NA,emotional_abuse
54,Stokowy et al,2016,676,NA,NA,NA,chr,chr,NA,BCSS,negative_self,emotional_neglect,emotional_neglect,NA,NA,0.1,pearsons_r,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strong,0.1,0.10033534773107562,0.03854716722458499,negative_self,NA,emotional_neglect
54,Stokowy et al,2016,676,NA,NA,NA,chr,chr,NA,BCSS,negative_others,emotional_neglect,emotional_neglect,NA,NA,0.07,pearsons_r,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strong,0.07,0.07011467065432515,0.03854716722458499,negative_other,NA,emotional_neglect
54,Stokowy et al,2016,676,NA,NA,NA,chr,chr,NA,BCSS,positive_self,emotional_neglect,emotional_neglect,NA,NA,-0.01,pearsons_r,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strong,-0.01,-0.010000333353334771,0.03854716722458499,positive_self,NA,emotional_neglect
54,Stokowy et al,2016,676,NA,NA,NA,chr,chr,NA,BCSS,positive_others,emotional_neglect,emotional_neglect,NA,NA,-0.09,pearsons_r,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strong,-0.09,-0.09024418785614684,0.03854716722458499,positive_other,NA,emotional_neglect
54,Stokowy et al,2016,676,NA,NA,NA,chr,chr,NA,BCSS,negative_self,psychological_abuse,emotional_abuse,NA,NA,0.16,pearsons_r,NA,NA,NA,NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strong,0.16,0.1613866961315255,0.03854716722458499,negative_self,NA,emotional_abuse
54,Stokowy et al,2016,676,NA,NA,NA,chr,chr,NA,BCSS,negative_others,psychological_abuse,emotional_abuse,NA,NA,0.08,pearsons_r,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strong,0.08,0.08017132503758974,0.03854716722458499,negative_other,NA,emotional_abuse
54,Stokowy et al,2016,676,NA,NA,NA,chr,chr,NA,BCSS,positive_self,psychological_abuse,emotional_abuse,NA,NA,-0.03,pearsons_r,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strong,-0.03,-0.03000900486312652,0.03854716722458499,positive_self,NA,emotional_abuse
54,Stokowy et al,2016,676,NA,NA,NA,chr,chr,NA,BCSS,positive_others,psychological_abuse,emotional_abuse,NA,NA,-0.07,pearsons_r,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strong,-0.07,-0.0701146706543252,0.03854716722458499,positive_other,NA,emotional_abuse
54,Stokowy et al,2016,676,NA,NA,NA,chr,chr,NA,BCSS,negative_self,physical_abuse,physical_abuse,NA,NA,0.13,pearsons_r,NA,NA,NA,NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strong,0.13,0.13073985002887836,0.03854716722458499,negative_self,NA,physical_abuse
54,Stokowy et al,2016,676,NA,NA,NA,chr,chr,NA,BCSS,negative_others,physical_abuse,physical_abuse,NA,NA,0.08,pearsons_r,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strong,0.08,0.08017132503758974,0.03854716722458499,negative_other,NA,physical_abuse
54,Stokowy et al,2016,676,NA,NA,NA,chr,chr,NA,BCSS,positive_self,physical_abuse,physical_abuse,NA,NA,-0.03,pearsons_r,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strong,-0.03,-0.03000900486312652,0.03854716722458499,positive_self,NA,physical_abuse
54,Stokowy et al,2016,676,NA,NA,NA,chr,chr,NA,BCSS,positive_others,physical_abuse,physical_abuse,NA,NA,-0.07,pearsons_r,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strong,-0.07,-0.0701146706543252,0.03854716722458499,positive_other,NA,physical_abuse
54,Stokowy et al,2016,676,NA,NA,NA,chr,chr,NA,BCSS,negative_self,sexual_abuse,sexual_abuse,NA,NA,0.05,pearsons_r,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strong,0.05,0.05004172927849131,0.03854716722458499,negative_self,NA,sexual_abuse
54,Stokowy et al,2016,676,NA,NA,NA,chr,chr,NA,BCSS,negative_others,sexual_abuse,sexual_abuse,NA,NA,0.09,pearsons_r,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strong,0.09,0.09024418785614681,0.03854716722458499,negative_other,NA,sexual_abuse
